"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"571","13934",25,39,36,16,2,1.6,0,939.1,24.9,"WGS84",41.66333,12.57203,"B52","8","U111","8","mineral","ITALY"
"572","13936",11,24,65,9.9,2,1.1,23,61.7,15.2,"WGS84",42.5927,11.20241,"B81","E10","U111","8","mineral","ITALY"
"573","13937",14,29,56,10.4,1,1,0,58.1,16.8,"WGS84",42.62854,11.22744,"B81","E10","U111","8","mineral","ITALY"
"574","13938",17,33,50,9,10,0.8,0,65.6,15.5,"WGS84",42.68238,11.25285,"E10","8","U111","8","mineral","ITALY"
"575","13941",36,35,29,27.7,142,1.8,13.2,344.7,24,"WGS84",42.94732,11.67385,"B52","8","U111","8","mineral","ITALY"
"576","13946",26,42,31,22.4,0,2.2,21.3,151.2,15.2,"WGS84",43.04052,11.48074,"B81","E10","U111","8","mineral","ITALY"
"577","13947",21,27,52,7.8,88,1.1,0,110.3,11.5,"WGS84",43.12692,11.72807,"E30","8","U112","8","mineral","ITALY"
"578","13948",20,40,40,0,199,0.9,12.2,108.9,13.5,"WGS84",42.96055,11.94322,"B11","8","U111","8","mineral","ITALY"
"579","13951",24,50,25,7.4,71,1,13.8,120.6,15.7,"WGS84",43.1424,11.87562,"B82","F00","U111","8","mineral","ITALY"
"580","13952",22,35,43,7,1,1,18.7,86.8,14.9,"WGS84",43.29132,11.60995,"E30","8","U112","8","mineral","ITALY"
"581","13954",32,30,38,7.6,6,1.2,0,143.5,27.4,"WGS84",43.30046,12.10197,"E20","8","U111","8","mineral","ITALY"
"582","13955",22,36,42,12.1,20,1.5,0,104.7,20.1,"WGS84",43.28091,12.17505,"B11","8","U111","8","mineral","ITALY"
"583","13955",22,36,42,12.1,20,1.5,0,104.7,20.1,"WGS84",43.28091,12.17505,"B11","8","U111","8","mineral","ITALY"
"584","13957",30,52,18,23.6,177,2.4,0,1085,30.7,"WGS84",42.8955,13.65136,"E20","8","U111","8","mineral","ITALY"
"585","13958",24,39,37,13.6,6,1.5,0,85.6,18.4,"WGS84",42.97475,10.94118,"E20","8","U111","8","mineral","ITALY"
"586","13959",31,51,19,15,127,1.5,0,231.3,19.1,"WGS84",42.99228,10.99044,"E30","8","U112","8","mineral","ITALY"
"587","13960",23,35,42,15.8,22,1.5,0,105.5,21.1,"WGS84",42.9705,11.3323,"E30","8","U112","8","mineral","ITALY"
"588","13961",32,32,37,11.6,79,1.3,0,175,23.1,"WGS84",42.98707,11.43039,"B82","F00","U111","8","mineral","ITALY"
"589","13972",18,36,46,26.1,3,2.5,18.4,157.7,16.3,"WGS84",43.88037,10.48413,"E30","8","U112","8","mineral","ITALY"
"590","13975",33,43,24,77.6,159,5.7,17.8,170.1,35.2,"WGS84",44.24232,10.06248,"C10","8","U120","8","mineral","ITALY"
"591","13976",28,57,15,19.4,4,1.7,0,122.1,14.7,"WGS84",44.35048,9.88735,"E10","8","U111","8","mineral","ITALY"
"592","13986",26,56,18,11.2,153,1.2,0,57.8,13.7,"WGS84",43.4455,10.80095,"E20","8","U112","8","mineral","ITALY"
"593","13990",25,42,33,7.2,132,0.8,0,102.1,15.1,"WGS84",43.49991,10.72811,"B13","8","U111","8","mineral","ITALY"
"594","13991",18,46,36,9.3,164,1.1,0,93.4,13,"WGS84",42.79343,11.01144,"B15","8","U111","8","mineral","ITALY"
"595","13992",12,25,63,5.7,5,0.8,13.6,65.5,19.4,"WGS84",42.79103,11.23074,"B12","8","U111","8","mineral","ITALY"
"596","13993",11,23,66,6.6,2,0.5,0,63.3,18.7,"WGS84",42.77243,11.27914,"E30","8","U112","8","mineral","ITALY"
"597","13994",52,27,21,0,3,0.4,0,130.4,16,"WGS84",42.9178,11.20894,"F00","8","U317","8","mineral","ITALY"
"598","13995",30,44,25,14.6,119,1.3,0,132.8,17.8,"WGS84",42.80721,11.37731,"E30","8","U112","8","mineral","ITALY"
"599","13996",32,45,23,9.1,335,1.2,0,114.8,24,"WGS84",42.90036,11.08616,"B12","8","U111","8","mineral","ITALY"
"600","14001",27,44,29,31.9,329,2.7,23.4,367.8,36.4,"WGS84",42.27782,13.73496,"B11","8","U111","8","mineral","ITALY"
"601","14002",45,42,12,24.9,81,2.8,0,367.9,41.6,"WGS84",42.45694,13.26082,"E20","8","U111","8","mineral","ITALY"
"602","14003",42,51,7,14.5,186,1.7,0,409.6,29.9,"WGS84",42.0468,13.62459,"E20","8","U111","8","mineral","ITALY"
"603","14004",26,57,17,27,45,2.6,26.2,696.6,43.2,"WGS84",42.24172,13.73266,"B52","8","U111","8","mineral","ITALY"
"604","14005",29,49,21,33.7,52,3.4,23,359.9,46.1,"WGS84",42.07158,13.43282,"E20","8","U111","8","mineral","ITALY"
"605","14006",43,56,2,19.8,466,1.8,38,200.9,28.7,"WGS84",41.99347,13.59775,"B43","8","U111","8","mineral","ITALY"
"606","14007",61,28,11,56.4,58,4.9,0,322.8,41.6,"WGS84",42.346348,13.327373,"C10","8","U120","8","mineral","ITALY"
"607","14008",32,54,14,16.5,209,1.8,0,171.9,28.1,"WGS84",42.32257,13.49554,"B16","8","U111","8","mineral","ITALY"
"608","14010",19,41,41,24.1,8,1.7,0,63.5,23.2,"WGS84",42.11477,13.21822,"C10","8","U120","8","mineral","ITALY"
"609","14011",41,38,21,18.6,246,1.9,15.4,393.2,36.3,"WGS84",42.24699,13.58789,"B52","8","U111","8","mineral","ITALY"
"610","14012",33,49,18,22.5,5,2.4,0,241.5,34.9,"WGS84",42.0188,13.88769,"E20","8","U111","8","mineral","ITALY"
"611","14013",29,40,31,121.2,392,10.7,14.6,192.6,42.4,"WGS84",42.06388,13.6494,"E20","8","U111","8","organic","ITALY"
"612","14014",39,54,7,12.3,410,1.3,0,141.2,27.2,"WGS84",42.1154,13.72476,"E20","8","U111","8","mineral","ITALY"
"613","14016",15,79,7,20.3,589,2.2,14.3,73.9,19,"WGS84",41.93933,13.59379,"B52","8","U111","8","mineral","ITALY"
"614","14017",37,45,18,20.8,156,1.6,0,213,30.3,"WGS84",42.09042,13.40981,"E10","8","U111","8","mineral","ITALY"
"615","14018",57,35,7,15.1,1,1.6,0,276,35.5,"WGS84",42.01963,13.35766,"E20","8","U111","8","mineral","ITALY"
"616","14019",30,51,19,24.3,0,2.5,0,43.6,5.5,"WGS84",44.50986,9.20937,"C10","8","U120","8","mineral","ITALY"
"617","14020",18,30,51,27.7,1,2.6,0,271.4,18.8,"WGS84",44.5643,9.28334,"C10","8","U120","8","mineral","ITALY"
"618","14026",6,8,86,11.9,1,1,29.7,31.9,6.9,"WGS84",41.28565,13.12742,"E30","8","U112","8","mineral","ITALY"
"619","14027",32,40,29,11.9,50,1.3,0,115,25.5,"WGS84",41.63745,13.4325,"B54","8","U111","8","mineral","ITALY"
"620","14028",35,32,34,15.2,116,1.9,0,203.6,26.7,"WGS84",41.49051,13.49593,"B54","8","U111","8","mineral","ITALY"
"621","14029",37,47,16,27.7,363,2.5,46.8,1431.7,37,"WGS84",41.46992,13.01748,"B43","8","U111","8","mineral","ITALY"
"622","14030",5,7,89,6.7,1,0.8,43.9,33,2.3,"WGS84",41.4287,13.1824,"B54","8","U111","8","mineral","ITALY"
"623","14032",4,10,86,8.5,2,0.8,0,63,3.5,"WGS84",41.51689,12.63757,"B54","8","U111","8","mineral","ITALY"
"624","14033",11,5,84,2,2,0.2,0,86.1,8.1,"WGS84",41.4976,12.68448,"F00","8","U370","8","mineral","ITALY"
"625","14034",30,26,44,8.5,51,1.1,0,155.2,22.9,"WGS84",41.43527,12.96803,"B55","8","U111","8","mineral","ITALY"
"626","14035",38,14,48,10.6,7,1,39,201.2,22.6,"WGS84",41.47623,12.80285,"B54","8","U111","8","mineral","ITALY"
"627","14036",39,34,27,17.4,4,1.7,78,579.1,25.4,"WGS84",41.67691,12.74024,"B74","B81","U111","8","mineral","ITALY"
"628","14037",30,43,27,15.2,31,1.4,0,159.3,25.3,"WGS84",41.53955,13.64216,"B15","8","U111","8","mineral","ITALY"
"629","14038",30,60,10,29.2,12,2.9,0,432.3,34,"WGS84",41.60128,12.85644,"E20","8","U111","8","mineral","ITALY"
"630","14039",51,32,18,15,87,1.8,0,294.6,36,"WGS84",41.44032,13.87502,"E30","8","U112","8","mineral","ITALY"
"631","14040",30,44,26,7.3,178,1,0,124.5,20.7,"WGS84",41.61262,13.62253,"B42","8","U111","8","mineral","ITALY"
"632","14041",55,34,11,17.4,6,2,0,249.7,27.7,"WGS84",41.70799,13.48448,"E10","8","U111","8","mineral","ITALY"
"633","14042",55,30,15,13.4,6,1.5,0,124.4,20.1,"WGS84",41.71686,13.22126,"B54","8","U111","8","mineral","ITALY"
"634","14050",32,48,21,41.3,277,3.3,150.6,709.3,27.5,"WGS84",42.03398,14.393489,"C10","8","U120","8","mineral","ITALY"
"635","14051",35,49,16,9.2,355,0.9,0,120.7,21,"WGS84",42.226725,14.118891,"D10","8","U400","8","mineral","ITALY"
"636","14052",23,21,56,40.4,610,2.6,23.4,495.9,20.1,"WGS84",42.072308,14.349976,"D10","8","U400","8","mineral","ITALY"
"637","14053",57,36,7,16.4,155,1.6,0,546.9,49.9,"WGS84",42.055251,14.324027,"B55","8","U111","8","mineral","ITALY"
"638","14054",49,48,3,9.3,308,1.2,0,305.6,22.2,"WGS84",42.18339,14.2849,"B52","8","U111","8","mineral","ITALY"
"639","14055",45,45,10,23.5,8,2.4,39.4,328.1,31.6,"WGS84",42.20568,14.18974,"B81","E30","U111","8","mineral","ITALY"
"640","14056",55,22,23,62.2,73,5.4,20.3,673.2,62.4,"WGS84",42.004243,14.248222,"B53","8","U111","8","mineral","ITALY"
"641","14057",24,64,12,82.4,4,7.1,11,395.4,61.9,"WGS84",42.44889,13.98818,"B81","E10","U111","8","mineral","ITALY"
"642","14058",41,48,10,15.1,207,1.7,43.1,463.9,21.8,"WGS84",42.29776,14.1492,"B13","8","U111","8","mineral","ITALY"
"643","14060",41,55,4,8.3,352,1.5,0,411.7,22,"WGS84",42.16137,14.37992,"B13","8","U111","8","mineral","ITALY"
"644","14061",30,39,31,41.9,223,3.6,49.3,1048.8,33.2,"WGS84",42.12888,13.84637,"C10","8","U120","8","mineral","ITALY"
"645","14062",54,40,5,13.6,286,1.3,0,376.9,25,"WGS84",42.23343,13.94981,"C10","8","U120","8","mineral","ITALY"
"646","14063",35,46,19,30,319,2.5,87.6,796,25.3,"WGS84",42.34163,13.95704,"E10","8","U370","8","mineral","ITALY"
"647","14064",43,47,10,14.6,152,1.4,0,543.6,30.8,"WGS84",42.20798,14.55257,"B12","8","U111","8","mineral","ITALY"
"648","14065",55,33,12,10.8,258,1,0,430.3,36.7,"WGS84",42.04893,14.46826,"B12","8","U111","8","mineral","ITALY"
"649","14066",56,42,2,8.1,278,1.2,0,389.6,24,"WGS84",42.064805,14.517725,"E30","8","U112","8","mineral","ITALY"
"650","14067",39,47,14,15.8,345,1.6,23.3,679.7,29.4,"WGS84",42.07957,14.59115,"B11","8","U111","8","mineral","ITALY"
"651","14068",51,43,6,8.5,161,1,14.5,257.3,28.1,"WGS84",43.63189,12.60866,"B12","8","U111","8","mineral","ITALY"
"652","14069",64,30,5,13.6,24,1.5,0,521,47,"WGS84",42.02436,14.61117,"B12","8","U111","8","mineral","ITALY"
"653","14070",48,48,4,17.1,166,1.8,25.6,744.2,31.7,"WGS84",42.035708,14.756742,"B43","8","U111","8","mineral","ITALY"
"654","14071",45,47,8,17.2,324,1.4,26.9,450.9,25.3,"WGS84",42.13804,14.499013,"B12","8","U111","8","mineral","ITALY"
"655","14072",21,36,43,18.1,0,1.2,0,93.9,6.9,"WGS84",44.24166,9.61273,"C10","8","U120","8","mineral","ITALY"
"656","14073",34,42,24,15.4,236,1.6,12.8,217.3,24.2,"WGS84",43.69572,11.05184,"B81","E10","U111","8","mineral","ITALY"
"657","14074",11,26,63,12.8,2,1.2,14.3,71.5,17.7,"WGS84",43.49172,11.49214,"B81","E10","U111","8","mineral","ITALY"
"658","14075",36,41,24,4.3,150,1.1,0,131.6,24.1,"WGS84",43.5503,11.14797,"B82","E30","U111","8","mineral","ITALY"
"659","14076",35,48,17,34.1,275,3.1,10.7,207.3,33.6,"WGS84",43.5314,11.22163,"C10","8","U120","8","mineral","ITALY"
"660","14077",36,38,27,14.8,279,1.7,12.6,168.8,30.1,"WGS84",43.58611,11.17339,"B82","F00","U111","8","mineral","ITALY"
"661","14078",37,48,15,13.6,167,1.4,10.9,145,28.4,"WGS84",43.56749,11.22239,"B82","F00","U111","8","mineral","ITALY"
"662","14079",38,53,8,8.3,131,1.3,0,164.2,16.5,"WGS84",43.60623,10.97609,"B16","8","U111","8","mineral","ITALY"
"663","14080",22,41,37,37.2,164,2.5,0,133.6,25.8,"WGS84",43.60571,11.02544,"C10","8","U120","8","mineral","ITALY"
"664","14082",37,36,27,6.7,119,1.1,0,210.5,20.3,"WGS84",43.69257,11.32404,"B82","E30","U111","8","mineral","ITALY"
"665","14083",38,44,17,8.3,213,1.3,0,121.6,22.1,"WGS84",43.51552,11.02391,"B82","F00","U111","8","mineral","ITALY"
"666","14084",34,47,19,19.6,2,1.4,0,105.6,17.9,"WGS84",43.7106,11.32445,"C10","8","U120","8","mineral","ITALY"
"667","14085",51,38,11,19.7,1,1.9,19.6,177.1,21.8,"WGS84",41.43381,13.56435,"E10","8","U111","8","mineral","ITALY"
"668","14086",28,34,38,18.8,3,1.7,0,161,23.2,"WGS84",41.29971,13.74785,"C10","8","U120","8","mineral","ITALY"
"669","14087",65,29,6,40.3,14,3.1,0,540.4,39.6,"WGS84",41.33508,13.87337,"C10","8","U120","8","mineral","ITALY"
"670","14091",49,49,2,9.9,314,1.2,0,359.5,22.3,"WGS84",42.83874,13.72116,"B12","8","U111","8","mineral","ITALY"
"671","14093",38,47,15,22,207,1.4,0,177.5,25.5,"WGS84",42.72519,13.86031,"B54","8","U111","8","mineral","ITALY"
"672","14094",38,55,7,11.4,268,1.3,19.9,239,21.4,"WGS84",42.57896,13.89955,"E20","8","U111","8","mineral","ITALY"
"673","14095",34,51,14,13.6,295,1.2,0,232.7,19.6,"WGS84",42.576107,13.972465,"B81","E10","U111","8","mineral","ITALY"
"674","14096",33,60,7,14,236,1.4,45.3,254.6,18.7,"WGS84",42.631218,13.951613,"B16","8","U111","8","mineral","ITALY"
"675","14097",31,51,18,10,269,1.4,0,196,22.4,"WGS84",42.619622,13.780548,"B16","8","U111","8","mineral","ITALY"
"676","14099",30,49,21,18,244,1.6,13.8,224.3,16.9,"WGS84",42.65999,13.66118,"B81","E10","U111","8","mineral","ITALY"
"677","14106",26,37,37,33,427,2.7,37,460,22.4,"WGS84",42.37423,14.1037,"B52","8","U111","8","mineral","ITALY"
"678","14107",24,58,19,10.9,274,1,15.6,133.6,14.2,"WGS84",42.48309,14.03897,"E20","8","U111","8","mineral","ITALY"
"679","14108",6,31,63,8.4,1,1,53.5,689.6,7.1,"WGS84",42.37995,12.06969,"B81","E10","U111","8","mineral","ITALY"
"680","14109",18,36,46,12.3,1,1.3,23.8,493.8,10.3,"WGS84",42.32576,12.06783,"B55","8","U111","8","mineral","ITALY"
"681","14111",29,41,30,15.1,1,1.3,0,605,11.7,"WGS84",42.39595,12.1671,"C10","D10","U120","8","mineral","ITALY"
"682","14112",19,30,51,13.4,0,1.4,0,814.5,13.7,"WGS84",42.36137,12.09329,"D10","8","U112","8","mineral","ITALY"
"683","14114",15,52,33,24,2,1.9,0,6861,15.1,"WGS84",42.23233,12.20965,"C10","8","U120","8","mineral","ITALY"
"684","14115",28,45,27,17.2,1,1.6,38.1,500.2,25.1,"WGS84",42.45363,11.99951,"B51","B54","U111","8","mineral","ITALY"
"685","14116",17,42,40,21.8,2,1.7,40,4902.4,27.2,"WGS84",42.50736,12.02558,"B55","8","U111","8","mineral","ITALY"
"686","14117",23,33,44,14.2,1,1.6,0,1131.8,16.7,"WGS84",42.465454,12.24151,"B12","8","U111","8","mineral","ITALY"
"687","14118",50,33,18,11.5,3,1.3,86.1,626.2,9.3,"WGS84",42.39273,12.31236,"B74","F00","U111","8","mineral","ITALY"
"688","14119",48,39,13,29.2,42,3.4,0,251.3,36.5,"WGS84",42.2174,12.06412,"E10","8","U111","8","mineral","ITALY"
"689","14121",7,37,56,10.8,0,1.1,109.7,5410.4,11,"WGS84",42.2844,12.30823,"B74","E10","U111","8","mineral","ITALY"
"690","14122",34,34,32,11.7,1,1.4,14.3,78.4,16.8,"WGS84",42.42692,12.36332,"B55","8","U111","8","mineral","ITALY"
"691","14124",24,37,39,19.6,1,1.8,89.5,2582,27.3,"WGS84",42.2274,12.42675,"B81","E10","U111","8","mineral","ITALY"
"692","14125",25,44,31,20.8,0,1.4,0,753.3,13.9,"WGS84",42.34037,12.23775,"C10","8","U120","8","mineral","ITALY"
"693","14126",22,38,41,64.7,1,5.5,15.1,1212.4,27.5,"WGS84",42.58289,11.85815,"C10","8","U120","8","mineral","ITALY"
"694","14127",20,45,34,11,2,1,44.9,754.2,25.9,"WGS84",42.54684,11.85795,"B12","8","U111","8","mineral","ITALY"
"695","14128",28,36,36,12.5,0,1.5,0,258.4,21.4,"WGS84",42.60251,11.76158,"D10","8","U112","8","mineral","ITALY"
"696","14129",42,35,22,16,15,1.6,79.4,937.6,33.4,"WGS84",42.20515,11.74934,"B12","8","U111","8","mineral","ITALY"
"697","14130",32,34,34,9.8,0,1.2,15.4,296.3,15.1,"WGS84",42.42001,11.85276,"B42","8","U111","8","mineral","ITALY"
"698","14131",40,46,14,14.1,298,1.6,0,297.7,30.4,"WGS84",42.36781,11.75452,"B52","8","U111","8","mineral","ITALY"
"699","14132",28,47,24,10.1,274,0.8,0,103.8,13.8,"WGS84",42.27753,11.75194,"E20","8","U111","8","mineral","ITALY"
"700","14133",25,25,49,9.5,0,1.2,22.2,173.4,11.3,"WGS84",42.40779,11.51368,"B55","8","U111","8","mineral","ITALY"
"701","14134",40,27,34,11.6,0,1.3,22,143.3,19.2,"WGS84",42.4817,11.49152,"B53","8","U111","8","mineral","ITALY"
"702","14135",20,56,24,10.7,77,1.2,12.2,1255.4,20.9,"WGS84",42.46063,11.61266,"B55","8","U111","8","mineral","ITALY"
"703","14136",35,37,27,10.6,81,1.6,0,216.7,25.3,"WGS84",42.57001,11.56616,"B12","8","U111","8","mineral","ITALY"
"704","14137",22,35,43,9.7,0,1.3,13.1,3027.6,13.4,"WGS84",42.60539,11.59142,"E20","8","U111","8","mineral","ITALY"
"705","14138",25,48,27,17,3,1.6,11.3,1457.9,20.6,"WGS84",42.62233,11.66483,"C10","8","U400","8","mineral","ITALY"
"706","14139",14,29,57,23.5,5,2.2,0,287.2,22.5,"WGS84",42.65877,11.64147,"C10","8","U364","8","mineral","ITALY"
"707","14140",13,42,45,14.5,2,1.9,23.1,7342,24.5,"WGS84",42.72855,11.78955,"E10","8","U111","8","mineral","ITALY"
"708","14141",14,40,46,19,1,1.9,15,3059.3,24.2,"WGS84",42.69072,11.88573,"E20","8","U111","8","mineral","ITALY"
"709","14142",30,40,30,25.5,102,1.4,0,175.3,23.2,"WGS84",42.76196,11.93674,"C10","8","U120","U150","mineral","ITALY"
"710","14143",45,45,10,12,203,1.5,10.2,184.5,26.7,"WGS84",42.80113,11.76838,"B12","8","U111","8","mineral","ITALY"
"711","14144",39,40,22,12.9,261,1.5,0,133.1,31.7,"WGS84",42.81748,11.86535,"B53","8","U111","8","mineral","ITALY"
"712","14145",43,49,9,13.5,161,1.8,0,193,24.7,"WGS84",42.92748,11.77107,"E10","8","U111","8","mineral","ITALY"
"713","14146",20,28,52,15.4,0,1.6,10.7,1082.1,16.3,"WGS84",41.77231,12.55263,"E20","8","U111","8","mineral","ITALY"
"714","14147",34,55,10,16.5,379,1.7,12.4,421.7,29.2,"WGS84",40.9875,15.43305,"B12","8","U111","8","mineral","ITALY"
"715","14148",35,41,24,6,182,1,0,349.4,20.5,"WGS84",40.95399,15.02968,"B82","E30","U111","8","mineral","ITALY"
"716","14151",58,39,4,4.7,42,0.7,0,762.6,36,"WGS84",41.11576,15.04199,"B41","8","U111","8","mineral","ITALY"
"717","14152",29,48,23,22.6,16,2.5,76.6,1141.3,37,"WGS84",41.20265,14.76474,"B54","8","U111","8","mineral","ITALY"
"718","14157",41,39,20,5.6,159,1,0,492.2,26.8,"WGS84",41.107889,14.852006,"F00","8","U112","8","mineral","ITALY"
"719","14158",22,38,40,17.8,23,1.6,19,1577,25.6,"WGS84",41.05463,14.82448,"B81","E30","U111","8","mineral","ITALY"
"720","14161",48,33,18,12.6,15,1.6,0,502.4,29.2,"WGS84",40.959,15.26645,"B12","8","U111","8","mineral","ITALY"
"721","14162",36,31,33,8.5,1,1,13.8,624.9,22.9,"WGS84",41.044,15.0372,"B13","8","U111","8","mineral","ITALY"
"722","14163",32,23,46,18.6,301,2,0,394.3,25.1,"WGS84",40.5976,16.7475,"B75","E30","U111","8","mineral","ITALY"
"723","14164",39,37,24,13.9,147,1.6,0,300,31.7,"WGS84",40.72688,16.71396,"B54","8","U111","8","mineral","ITALY"
"724","14165",9,8,83,2.3,7,0.6,65.5,95.9,5.7,"WGS84",40.51413,16.90377,"B54","8","U111","8","mineral","ITALY"
"725","14166",16,17,67,2.6,0,0.4,16.5,230.2,6.2,"WGS84",40.53379,16.88231,"B82","F00","U111","8","mineral","ITALY"
"726","14167",25,63,12,42.7,11,4,154.3,1587.3,29.7,"WGS84",40.75968,16.76488,"B54","8","U111","8","mineral","ITALY"
"727","14168",25,67,8,25.8,6,2.4,0,596.8,26.5,"WGS84",40.77607,16.79021,"B81","E30","U111","8","mineral","ITALY"
"728","14169",32,57,11,24,1,2.3,10,432.5,23.6,"WGS84",40.75644,16.81187,"B12","8","U111","8","mineral","ITALY"
"729","14170",38,33,29,10.7,35,1.1,11,551.7,29,"WGS84",40.7951,16.50803,"F00","8","U112","8","mineral","ITALY"
"730","14171",46,37,17,4.7,324,0.8,0,359.5,20.7,"WGS84",40.66434,16.56552,"B76","F00","U111","8","mineral","ITALY"
"731","14172",28,41,31,9.6,232,1.1,0,498.9,16,"WGS84",40.58603,16.48965,"B15","8","U111","8","mineral","ITALY"
"732","14173",23,41,36,16.7,267,1,0,167.6,17.3,"WGS84",40.54826,16.67146,"C20","8","U120","8","mineral","ITALY"
"733","14174",30,48,22,16,264,1.7,46,723.4,18.7,"WGS84",40.54514,16.71837,"B81","E30","U111","8","mineral","ITALY"
"734","14175",23,37,40,11,440,1.1,18.2,358.6,14.2,"WGS84",40.56509,16.6959,"B11","8","U111","8","mineral","ITALY"
"735","14176",42,55,2,5.2,223,0.9,0,402.6,18.6,"WGS84",40.53701,16.29279,"E30","8","U112","8","mineral","ITALY"
"736","14177",28,33,38,12.5,130,1.3,0,386.1,19.2,"WGS84",40.620084,16.418513,"B52","8","U111","8","mineral","ITALY"
"737","14178",38,38,24,12,8,1.3,27,642.1,25.1,"WGS84",40.65634,16.3744,"B12","8","U111","8","mineral","ITALY"
"738","14179",48,50,2,10.3,173,1.2,0,370.9,21.3,"WGS84",40.66913,16.21137,"E30","8","U112","8","mineral","ITALY"
"739","14180",47,41,13,15.7,82,1.7,0,485,32.8,"WGS84",40.65263,16.1862,"E20","8","U111","8","mineral","ITALY"
"740","14181",30,41,29,14,138,1.3,0,345.2,21.6,"WGS84",40.69276,16.14163,"B12","8","U111","8","mineral","ITALY"
"741","14182",33,19,48,9.3,1,1,13.7,351.5,21.3,"WGS84",40.65546,16.13927,"C10","8","U111","8","mineral","ITALY"
"742","14183",30,40,31,9.8,139,1.1,0,447.2,22.6,"WGS84",40.60159,16.13406,"B54","8","U111","8","mineral","ITALY"
"743","14184",24,59,17,12.6,175,1.4,0,284,18.4,"WGS84",40.59383,16.27609,"C30","8","U111","8","mineral","ITALY"
"744","14186",5,64,31,46.1,4,3.8,0,201.2,8.3,"WGS84",38.29471,15.85304,"B81","F00","U111","8","mineral","ITALY"
"745","14187",5,34,61,17.2,0,1.5,15.8,78.9,5.4,"WGS84",38.02471,15.80679,"E20","8","U111","8","mineral","ITALY"
"746","14188",14,35,50,38.5,1,3.3,31.9,410.5,11,"WGS84",38.30113,16.03599,"B81","E30","U111","8","mineral","ITALY"
"747","14189",49,40,11,15.1,50,1.5,0,395.5,35.5,"WGS84",38.22477,16.09719,"E20","8","U111","8","mineral","ITALY"
"748","14190",5,16,80,6.3,0,0.7,0,86.4,8.9,"WGS84",38.01341,15.69281,"D10","8","U112","8","mineral","ITALY"
"749","14191",27,51,22,12.1,176,1.3,0,225.2,17,"WGS84",41.07849,14.70711,"E30","8","U112","8","mineral","ITALY"
"750","14192",23,32,45,20,1,1.9,133.5,1547.9,16.6,"WGS84",41.06707,14.56386,"E20","8","U111","8","mineral","ITALY"
"751","14193",30,36,34,27.3,11,2.6,73,890.8,31.6,"WGS84",41.0905,14.44684,"F00","8","U112","8","mineral","ITALY"
"752","14194",18,44,38,16.5,1,1.8,105.7,1132.2,15.6,"WGS84",40.9652,14.41421,"B21","8","U111","8","mineral","ITALY"
"753","14195",10,29,61,26.9,2,2.3,13.6,823.6,18.3,"WGS84",40.95547,14.62681,"B74","F00","U111","8","mineral","ITALY"
"754","14196",6,27,67,32.3,2,2.4,102.2,758.9,9.6,"WGS84",40.90468,14.55209,"B74","8","U111","8","mineral","ITALY"
"755","14197",15,36,49,19.5,61,1.8,0,1084.9,23.3,"WGS84",40.75359,14.68329,"C10","8","U400","8","mineral","ITALY"
"756","14199",18,48,34,19.1,0,1.8,66.7,687.6,11.9,"WGS84",41.21473,14.50329,"B82","F00","U111","8","mineral","ITALY"
"757","14200",43,43,14,14.2,133,1.4,19.4,1203.8,30.5,"WGS84",41.48986,15.79098,"B12","8","U111","8","mineral","ITALY"
"758","14202",31,30,39,11.7,1,1.1,46.4,671.1,19.9,"WGS84",41.78399,15.43402,"E30","8","U112","8","mineral","ITALY"
"759","14203",26,50,24,20,26,2,30.1,1253,26.1,"WGS84",41.62329,15.70729,"B12","8","U111","8","mineral","ITALY"
"760","14204",25,50,25,17.6,116,1.8,18.7,710,29,"WGS84",41.58705,15.39258,"B12","8","U111","8","mineral","ITALY"
"761","14205",24,34,43,9.9,1,0.9,60.1,400.3,15,"WGS84",41.78659,15.38615,"B42","8","U111","8","mineral","ITALY"
"762","14206",37,36,27,12.7,27,1.4,22.3,842,28.1,"WGS84",41.70409,15.23489,"E30","8","U112","8","mineral","ITALY"
"763","14207",41,44,15,82.8,4,8.1,311.7,3960,48,"WGS84",41.66964,15.85584,"E20","8","U112","8","organic","ITALY"
"764","14208",34,45,20,162.3,2,10.1,86.4,625,61,"WGS84",41.82463,16.01464,"C10","8","U364","8","organic","ITALY"
"765","14209",28,60,12,35.9,22,2.8,0,870.1,39.5,"WGS84",41.9161,15.97595,"B81","F00","U111","8","mineral","ITALY"
"766","14210",46,42,12,10.9,2,1.1,30.5,666.7,22.4,"WGS84",41.84705,15.27116,"E30","8","U112","8","mineral","ITALY"
"767","14211",31,56,13,16.1,0,1.5,38.5,1180.8,28.7,"WGS84",41.67296,15.13625,"B12","8","U111","8","mineral","ITALY"
"768","14212",30,44,26,11.7,298,1.1,0,491.5,18.6,"WGS84",41.60888,15.32267,"F00","8","U112","8","mineral","ITALY"
"769","14216",26,58,16,108.1,2,10.4,19,710.7,52.6,"WGS84",41.71599,15.66874,"C10","8","U111","8","organic","ITALY"
"770","14224",35,34,31,11.3,2,1.1,32.6,339.8,24.8,"WGS84",41.23386,14.48081,"B82","E10","U111","8","mineral","ITALY"
"771","14225",46,32,22,13,67,1.4,0,766,34.6,"WGS84",41.21544,14.83563,"B55","8","U111","8","mineral","ITALY"
