"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"971","14521",15,39,46,14,74,1.2,13.9,208.2,13.6,"WGS84",39.34636,16.17763,"B81","E30","U111","8","mineral","ITALY"
"972","14522",18,20,62,22.7,2,1.9,56.3,572.5,15.6,"WGS84",39.37307,16.04127,"B81","E30","U111","8","mineral","ITALY"
"973","14526",33,51,16,14.9,115,1.4,0,292.9,23.5,"WGS84",39.18174,16.99399,"E30","8","U112","8","mineral","ITALY"
"974","14527",44,49,7,10.1,168,1.4,0,279.4,24.2,"WGS84",39.19476,17.06472,"F00","8","U112","8","mineral","ITALY"
"975","14528",32,56,12,16.4,163,1.4,0,365,18.4,"WGS84",39.35707,17.08222,"D10","8","U112","8","mineral","ITALY"
"976","14529",35,54,11,21.9,273,2.1,0,239.9,24.1,"WGS84",39.38346,16.96912,"D20","8","U112","8","mineral","ITALY"
"977","14530",38,54,8,8.7,281,1.1,0,202.7,14.3,"WGS84",39.39986,16.99408,"D20","8","U400","8","mineral","ITALY"
"978","14531",17,59,24,10.1,165,1.1,0,146.4,11,"WGS84",39.30632,17.03042,"B76","E30","U111","8","mineral","ITALY"
"979","14532",43,47,10,9.6,381,1.2,0,179.4,24.4,"WGS84",39.28179,16.86574,"B52","8","U111","8","mineral","ITALY"
"980","14534",22,64,14,49.6,110,5.1,14.3,298.8,57.8,"WGS84",36.78885,14.81342,"E30","8","U112","8","mineral","ITALY"
"981","14535",24,67,9,43.5,11,3.9,15.1,207.9,58.1,"WGS84",36.80424,14.88109,"B12","8","U111","8","mineral","ITALY"
"982","14536",32,59,9,24.8,4,2.3,10.3,194.1,64.5,"WGS84",36.87952,14.81964,"B55","8","U111","8","mineral","ITALY"
"983","14537",36,28,36,12.9,196,1.3,13.7,219.3,28.2,"WGS84",37.01206,14.71714,"B12","8","U111","8","mineral","ITALY"
"984","14538",36,58,6,16.7,338,1.6,20.9,937.7,34.5,"WGS84",37.32253,14.69314,"B76","F00","U111","8","mineral","ITALY"
"985","14539",45,42,13,23,559,1.7,0,294,21.3,"WGS84",37.14013,14.7033,"B12","8","U111","8","mineral","ITALY"
"986","14541",27,51,21,32.5,257,3.6,55.8,435,35.1,"WGS84",36.82546,14.816,"B75","B12","U111","8","mineral","ITALY"
"987","14542",37,43,20,20.1,547,1.8,11.1,188,29,"WGS84",36.76617,14.9009,"B54","8","U111","8","mineral","ITALY"
"988","14543",20,64,17,29.9,58,2.9,0,286.3,39.7,"WGS84",36.74007,14.69887,"D10","8","U112","8","mineral","ITALY"
"989","14544",32,51,17,35.2,323,3.1,13,319,40,"WGS84",36.83515,14.61606,"B54","8","U111","8","mineral","ITALY"
"990","14560",21,49,30,27.1,9,2.5,20.7,500.5,24.1,"WGS84",37.73014,12.60145,"E30","8","U364","8","mineral","ITALY"
"991","14561",23,15,62,9.2,93,0.8,10.2,233,17.9,"WGS84",37.65311,12.75605,"B81","F00","U111","8","mineral","ITALY"
"992","14563",38,36,26,13.8,249,1.4,12.1,316.2,23.1,"WGS84",37.52791,13.26791,"B81","F00","U111","8","mineral","ITALY"
"993","14564",47,32,21,23.5,526,1.6,29,651.8,27,"WGS84",37.58151,13.29299,"B81","F00","U111","8","mineral","ITALY"
"994","14565",64,30,6,9.2,251,1.2,0,562,31.7,"WGS84",37.66593,12.93672,"B82","F00","U111","8","mineral","ITALY"
"995","14566",37,31,31,19.8,492,1.8,0,441.4,30.9,"WGS84",37.69276,13.23075,"E30","8","U112","8","mineral","ITALY"
"996","14567",38,40,22,27.8,305,2.3,13.3,576.6,35.2,"WGS84",37.74475,13.30078,"B74","E30","U111","8","mineral","ITALY"
"997","14568",50,40,10,15.1,322,1.1,0,409,30.8,"WGS84",37.78583,12.55842,"B82","E30","U111","8","mineral","ITALY"
"998","14570",30,33,38,19,603,1.9,19.4,423.7,25.5,"WGS84",37.60792,13.04669,"B81","F00","U111","8","mineral","ITALY"
"999","14572",46,33,21,11.5,291,1.2,12.4,386.3,24.6,"WGS84",37.71016,12.66832,"B82","F00","U111","8","mineral","ITALY"
"1000","14573",22,28,50,19.6,670,1.1,76.3,312,13.6,"WGS84",37.67752,12.53198,"B82","F00","U111","8","mineral","ITALY"
"1001","14575",31,34,36,37.8,413,2.6,10.1,227.1,22.5,"WGS84",38.07501,13.20346,"D10","8","U400","8","mineral","ITALY"
"1002","14576",32,48,20,54.4,156,4.1,0,503.7,50.3,"WGS84",38.16856,13.11687,"E10","8","U400","8","mineral","ITALY"
"1003","14577",30,31,38,33.2,1,2.3,0,388.9,21.9,"WGS84",37.97892,13.35736,"D20","8","U400","8","mineral","ITALY"
"1004","14579",56,35,9,13.9,32,1.6,10.9,471.9,38,"WGS84",37.87469,13.21669,"B12","8","U111","8","mineral","ITALY"
"1005","14581",46,34,20,12,23,1.4,0,329.8,28.5,"WGS84",37.96997,13.08544,"E30","8","U120","8","mineral","ITALY"
"1006","14582",6,9,85,5.8,0,0.7,33,137.8,4.6,"WGS84",38.02582,13.04266,"B77","E30","U111","8","mineral","ITALY"
"1007","14584",48,38,14,20.7,269,1.8,16,401.7,48.5,"WGS84",37.94265,13.35549,"B12","8","U111","8","mineral","ITALY"
"1008","14586",53,44,4,8.7,2,1.4,0,344.9,23.8,"WGS84",37.82982,13.46292,"B54","8","U111","8","mineral","ITALY"
"1009","14587",41,29,30,18.1,398,1.4,0,305.3,30.9,"WGS84",37.81571,13.34931,"E20","8","U111","8","mineral","ITALY"
"1010","14588",47,38,15,12.7,15,1.4,19.3,365.4,30.9,"WGS84",37.86113,13.08058,"B41","8","U111","8","mineral","ITALY"
"1011","14589",56,31,12,20.6,240,1.8,0,283.2,25.3,"WGS84",37.88945,13.80492,"B81","B54","U111","8","mineral","ITALY"
"1012","14590",36,28,36,22.6,135,2.1,19.9,777.7,25.3,"WGS84",37.90454,13.87286,"E20","8","U111","8","mineral","ITALY"
"1013","14591",25,20,55,42.7,91,4.1,256.9,2392,24.1,"WGS84",37.84121,13.64411,"B74","E30","U113","8","mineral","ITALY"
"1014","14592",49,37,14,11.4,91,1.4,0,383.3,30.3,"WGS84",37.8585,13.66764,"B81","F00","U111","8","mineral","ITALY"
"1015","14593",33,43,24,13.8,1,1.6,15.1,169.9,22.1,"WGS84",37.7894,13.57365,"B12","8","U111","8","mineral","ITALY"
"1016","14594",47,28,25,20.5,1,1.9,0,348.2,18.4,"WGS84",37.81421,13.86848,"B81","E30","U111","8","mineral","ITALY"
"1017","14595",41,43,16,8.6,669,1.2,13.5,157.9,7.8,"WGS84",37.86884,12.83252,"B82","F00","U111","8","mineral","ITALY"
"1018","14596",31,33,36,9,3,1,13,321.5,19.4,"WGS84",37.90168,12.94679,"B43","B42","U111","8","mineral","ITALY"
"1019","14597",40,44,16,15.4,603,1.5,22.3,484.1,27.7,"WGS84",38.01913,12.65769,"B81","F00","U111","8","mineral","ITALY"
"1020","14598",63,32,5,14.2,51,1.4,0,568.7,53.5,"WGS84",37.89088,12.69758,"E30","8","U112","8","mineral","ITALY"
"1021","14599",49,32,19,9.7,10,0.9,27.9,461.8,32.9,"WGS84",37.91095,12.63089,"B82","F00","U111","8","mineral","ITALY"
"1022","14600",59,34,8,16.1,162,1.7,0,724.5,33.4,"WGS84",37.87469,12.62955,"E20","8","U111","8","mineral","ITALY"
"1023","14601",55,23,21,7.9,7,1.2,0,403.6,27.2,"WGS84",37.97768,12.83704,"B82","F00","U111","8","mineral","ITALY"
"1024","14602",21,13,66,15.8,55,1.3,13.6,268.6,13,"WGS84",38.05088,12.81753,"E30","8","U370","8","mineral","ITALY"
"1025","14610",24,66,10,3,83,0.9,0,112.1,14.4,"WGS84",37.77042,13.59525,"B53","B15","U111","8","mineral","ITALY"
"1026","14611",61,30,9,10,179,1.4,0,528.6,30.7,"WGS84",37.33088,13.68457,"B55","8","U111","8","mineral","ITALY"
"1027","14613",41,42,16,18.7,304,1.9,19.5,586.8,29.5,"WGS84",37.33849,13.48321,"E20","8","U400","8","mineral","ITALY"
"1028","14614",52,38,10,8.3,398,1,0,417.2,24.4,"WGS84",37.37643,13.44026,"B81","F00","U111","8","mineral","ITALY"
"1029","14615",49,43,8,9.7,302,1.1,0,338.6,26.8,"WGS84",37.505,13.40171,"B81","F00","U111","8","mineral","ITALY"
"1030","14616",52,41,7,10.5,406,1.2,0,473.4,24,"WGS84",37.41105,13.48679,"E30","8","U112","8","mineral","ITALY"
"1031","14617",64,32,5,23.8,123,2,0,667.2,33.1,"WGS84",37.42669,13.55497,"B81","F00","U111","8","mineral","ITALY"
"1032","14618",53,28,18,19.2,107,2,11.3,519.4,7.7,"WGS84",37.74552,14.20297,"B55","8","U111","8","mineral","ITALY"
"1033","14619",54,31,15,26.3,306,2.8,57.7,1235.7,24.2,"WGS84",37.75613,13.95547,"B42","8","U111","8","mineral","ITALY"
"1034","14620",52,36,12,18.7,146,1.8,0,477.8,30.8,"WGS84",37.77043,14.0465,"E30","8","U112","8","mineral","ITALY"
"1035","14621",47,40,12,24.3,58,2,15.4,714.5,2.5,"WGS84",37.77467,14.36277,"B55","8","U111","8","mineral","ITALY"
"1036","14622",40,23,37,9.1,36,1,0,238,25.4,"WGS84",37.75235,14.45166,"B55","8","U111","8","mineral","ITALY"
"1037","14623",49,39,12,11.5,216,1.4,0,532.6,32.6,"WGS84",37.55613,14.37139,"B55","8","U111","8","mineral","ITALY"
"1038","14624",32,36,32,10.5,67,1.1,33.3,445.1,23.8,"WGS84",37.57331,14.39505,"B12","8","U111","8","mineral","ITALY"
"1039","14625",10,12,78,4.9,0,0.7,10.2,54,8.6,"WGS84",37.64364,14.4446,"E30","8","U112","8","mineral","ITALY"
"1040","14629",47,29,23,11.3,202,1.4,0,561.6,27.9,"WGS84",37.35411,13.55125,"B55","8","U111","8","mineral","ITALY"
"1041","14630",7,77,16,16.5,244,1.9,10.7,928.6,13,"WGS84",37.57178,14.05935,"B12","8","U111","8","mineral","ITALY"
"1042","14632",52,44,5,14.7,429,1.2,0,237.9,25.2,"WGS84",37.51487,13.62705,"B51","8","U111","8","mineral","ITALY"
"1043","14634",31,32,37,12.2,7,1.3,0,208.5,21.5,"WGS84",37.70152,12.96082,"B81","F00","U111","8","mineral","ITALY"
"1044","14635",21,30,48,13.7,732,0.8,15.5,189.8,11,"WGS84",37.64494,13.0259,"B81","F00","U111","8","mineral","ITALY"
"1045","14636",46,37,17,15.9,243,1.2,0,515.9,31.1,"WGS84",37.64349,13.0709,"B82","F00","U111","8","mineral","ITALY"
"1046","14637",44,40,16,20.2,66,2.1,0,417.4,27.6,"WGS84",37.97534,13.92271,"E30","8","U112","8","mineral","ITALY"
"1047","14638",20,36,44,24.7,59,2.6,0,157.6,18.4,"WGS84",37.95588,14.32949,"E20","8","U111","8","mineral","ITALY"
"1048","14639",22,41,36,17.6,1,1.9,106.1,370.6,6,"WGS84",38.12075,14.72432,"B77","E30","U111","8","mineral","ITALY"
"1049","14640",20,44,36,14.3,70,1.1,0,301.5,19.9,"WGS84",38.24273,15.5071,"E20","8","U364","8","mineral","ITALY"
"1050","14641",12,25,63,13.7,1,1.5,62.7,430.3,12.8,"WGS84",38.05191,15.01435,"B81","F00","U111","8","mineral","ITALY"
"1051","14643",33,23,44,11.4,0,1.3,0,226.4,18.2,"WGS84",37.81133,14.34604,"B55","8","U111","8","mineral","ITALY"
"1052","14644",11,23,66,14.7,0,1.4,0,128,11.3,"WGS84",37.80312,14.5017,"D10","8","U111","8","mineral","ITALY"
"1053","14646",18,25,56,24.4,99,2,0,177.1,16.3,"WGS84",38.01074,14.37858,"D10","8","U111","8","mineral","ITALY"
"1054","14648",50,43,7,19.9,73,1.9,0,534.8,52.4,"WGS84",37.54674,13.74104,"B53","8","U111","8","mineral","ITALY"
"1055","14649",53,34,13,19.3,261,1.8,0,567.5,28.5,"WGS84",37.11766,14.00861,"E30","8","U112","8","mineral","ITALY"
"1056","14650",37,50,13,5.9,316,0.8,0,280.6,15.6,"WGS84",37.13047,14.12098,"B12","8","U111","8","mineral","ITALY"
"1057","14651",41,52,8,11,420,1.1,0,334.3,23.5,"WGS84",37.16821,14.10101,"F00","8","U120","8","mineral","ITALY"
"1058","14652",53,36,11,18.6,202,1.5,0,547.3,40.3,"WGS84",37.25565,13.74774,"B42","8","U111","8","mineral","ITALY"
"1059","14653",67,29,4,14,80,1.5,11.3,758.9,55.5,"WGS84",37.23267,13.88147,"B11","8","U111","8","mineral","ITALY"
"1060","14654",16,19,65,11.2,24,1.2,14.1,172,14.8,"WGS84",37.25597,14.17341,"B74","E30","U111","8","mineral","ITALY"
"1061","14655",35,28,37,8.7,134,1.1,0,610,19.1,"WGS84",37.31431,14.08721,"E30","8","U112","8","mineral","ITALY"
"1062","14656",64,33,3,15.1,100,1.3,0,858.9,55,"WGS84",37.33703,13.952,"E30","8","U112","8","mineral","ITALY"
"1063","14657",38,56,6,4.4,190,0.7,0,610.6,13.8,"WGS84",37.3168,14.04226,"E20","8","U400","8","mineral","ITALY"
"1064","14658",32,44,23,30.8,527,2.6,12.4,317.5,23.3,"WGS84",37.34901,13.70975,"E30","8","U400","8","mineral","ITALY"
"1065","14659",42,34,24,5.4,285,0.9,0,309.4,20.4,"WGS84",37.50323,13.91849,"E30","8","U112","8","mineral","ITALY"
"1066","14660",52,39,9,8.4,111,1,0,716.7,19.1,"WGS84",37.47689,14.09654,"B12","8","U111","8","mineral","ITALY"
"1067","14661",31,48,21,10.5,214,1.2,0,406.6,16.6,"WGS84",37.49272,14.16514,"E30","8","U112","8","mineral","ITALY"
"1068","14662",53,38,9,13.4,243,1,10.7,556.7,33.6,"WGS84",37.20384,13.67783,"B81","F00","U111","8","mineral","ITALY"
"1069","14663",43,48,9,10.5,213,1.1,0,251.7,23.4,"WGS84",37.32416,14.22653,"E30","8","U112","8","mineral","ITALY"
"1070","14664",42,41,18,7.2,514,0.8,20.6,239.3,25.9,"WGS84",37.1958,13.87877,"B82","F00","U111","8","mineral","ITALY"
"1071","14665",37,50,13,16.4,410,1.5,0,465.6,27.5,"WGS84",37.228394,13.96975,"B12","8","U111","8","mineral","ITALY"
"1072","14666",58,36,6,8.3,250,1.1,0,373.7,31.2,"WGS84",37.12047,13.94162,"F00","8","U112","8","mineral","ITALY"
"1073","14667",41,52,7,22.1,12,2.2,93.5,909,58.2,"WGS84",37.05882,15.21197,"B76","E30","U111","8","mineral","ITALY"
"1074","14668",22,61,17,52.6,158,3.8,0,272.5,38.3,"WGS84",37.11685,15.14914,"E20","8","U111","8","mineral","ITALY"
"1075","14669",28,52,20,41.6,351,3.6,0,249,49.3,"WGS84",37.0925,14.92369,"E20","8","U111","8","mineral","ITALY"
"1076","14670",34,48,18,28.8,393,2.2,12.3,345.8,35.9,"WGS84",37.13224,14.85932,"E10","8","U111","8","mineral","ITALY"
"1077","14671",63,27,11,15.8,7,1.6,0,267.2,60.2,"WGS84",37.11524,14.83581,"E20","8","U111","8","mineral","ITALY"
"1078","14672",21,70,9,61.6,50,5.8,0,210.8,54.9,"WGS84",37.01172,15.07438,"E20","8","U111","8","mineral","ITALY"
"1079","14673",21,44,35,48.4,386,5.1,12.5,157.4,34.5,"WGS84",37.06967,15.01152,"B15","8","U111","8","mineral","ITALY"
"1080","14675",44,49,8,19.5,450,1.5,0,386.9,30.4,"WGS84",36.79772,14.99214,"B74","F00","U111","8","mineral","ITALY"
"1081","14676",20,44,36,16.5,762,1,0,101.8,13.1,"WGS84",36.81467,15.01566,"B74","F00","U111","8","mineral","ITALY"
"1082","14677",35,43,22,19.6,551,1.2,0,329.3,25.9,"WGS84",36.77603,15.05745,"B12","8","U111","8","mineral","ITALY"
"1083","14678",30,53,17,28.9,23,2.6,0,214.6,56.3,"WGS84",37.18934,15.15449,"E30","8","U112","8","mineral","ITALY"
"1084","14680",65,28,7,8.6,92,1.2,0,452.1,36.5,"WGS84",37.83699,13.26003,"E30","8","U400","8","mineral","ITALY"
"1085","14682",26,24,50,13.9,195,1.3,22.1,436.5,20.6,"WGS84",37.00056,14.58237,"B82","F00","U111","8","mineral","ITALY"
"1086","14683",34,13,53,6.2,1,0.7,0,466,17.1,"WGS84",37.07633,14.52021,"B82","F00","U111","8","mineral","ITALY"
"1087","14684",21,51,29,33.9,107,3.1,11.4,238.1,51.5,"WGS84",37.31878,14.76036,"B12","8","U111","8","mineral","ITALY"
"1088","14685",47,41,12,20.1,6,2,68.7,619.6,60.9,"WGS84",37.26785,15.0482,"B76","F00","U111","8","mineral","ITALY"
"1089","14686",31,54,15,37.2,292,3.6,0,209.9,62.3,"WGS84",37.1651,14.92892,"E30","8","U112","8","mineral","ITALY"
"1090","14687",47,40,13,18.5,8,1.6,49.8,398.1,59.5,"WGS84",37.21703,14.97728,"B76","E30","U111","8","mineral","ITALY"
"1091","14688",42,35,23,6.6,131,0.8,0,442.3,20.7,"WGS84",37.54661,14.57335,"E20","8","U111","8","mineral","ITALY"
"1092","14689",59,36,5,8.4,80,1.2,0,689.7,26.1,"WGS84",37.53169,14.50483,"F00","8","U112","8","mineral","ITALY"
"1093","14690",41,45,14,17.2,646,1.3,13.4,218.4,18.4,"WGS84",36.81703,14.97127,"B81","F00","U111","8","mineral","ITALY"
"1094","14691",23,50,27,26.1,354,2.4,0,441.9,26.8,"WGS84",37.55137,14.8437,"E20","8","U111","8","mineral","ITALY"
"1095","14692",39,23,38,15.4,3,1.6,41.1,463.8,34.9,"WGS84",37.49118,14.95199,"B76","F00","U111","8","mineral","ITALY"
"1096","14693",21,20,59,9.8,82,1.1,23.8,388.6,13,"WGS84",37.60687,14.82517,"B76","F00","U111","8","mineral","ITALY"
"1097","14694",38,53,9,9.4,471,1.2,0,304.9,17,"WGS84",37.77833,14.67897,"B12","8","U111","8","mineral","ITALY"
"1098","14695",67,26,7,14,2,1.4,0,488.5,33.9,"WGS84",37.68496,14.71785,"E20","8","U111","8","mineral","ITALY"
"1099","14696",7,30,63,26.6,1,2.3,21.2,159,8.5,"WGS84",37.84752,15.09075,"D20","8","U400","8","mineral","ITALY"
"1100","14699",16,42,42,15.6,10,1.7,29.9,373.6,13.6,"WGS84",37.87764,15.20607,"B77","E30","U111","8","mineral","ITALY"
"1101","14700",2,7,91,14.4,0,1.2,0,57.5,5.7,"WGS84",37.61327,15.05087,"E10","8","U111","8","mineral","ITALY"
"1102","14701",25,29,46,12.7,82,1,22.5,499.1,20,"WGS84",37.571,15.16041,"B81","E30","U361","8","mineral","ITALY"
"1103","14702",2,36,62,0,244,0.4,0,365.4,8.1,"WGS84",37.47409,14.56856,"F00","8","U112","8","mineral","ITALY"
"1104","14703",52,31,17,9.2,65,1.3,0,456.8,29.8,"WGS84",37.45161,14.65697,"F00","8","U112","8","mineral","ITALY"
"1105","14704",56,36,7,12.8,98,1.5,0,325.9,26.2,"WGS84",37.52333,14.71646,"A22","8","U312","U111","mineral","ITALY"
"1106","14705",27,42,30,14.4,78,1.5,25,567.8,18.7,"WGS84",37.43802,14.92575,"E30","8","U112","8","mineral","ITALY"
"1107","14706",50,36,14,12.1,153,1.3,12,639.9,29.5,"WGS84",37.39924,14.96879,"B19","8","U111","8","mineral","ITALY"
"1108","14707",33,41,26,27.4,158,2.6,65.7,571,50.8,"WGS84",37.29766,14.82604,"B81","E30","U111","8","mineral","ITALY"
"1109","14708",26,43,31,14.4,14,1.3,0,89.5,30,"WGS84",37.20585,14.84213,"E20","8","U111","8","mineral","ITALY"
"1110","14709",20,56,24,4.8,194,0.7,0,105.8,14,"WGS84",37.07418,14.56475,"E30","8","U112","8","mineral","ITALY"
"1111","14710",17,22,61,3.5,267,0.6,0,119.8,10.7,"WGS84",37.25332,14.62127,"B76","F00","U111","8","mineral","ITALY"
"1112","14711",42,42,16,12.1,295,1,17.3,751.8,27.9,"WGS84",37.15725,14.34652,"B12","8","U111","8","mineral","ITALY"
"1113","14712",17,11,72,9.5,0,1,0,180.1,13.4,"WGS84",37.16375,14.59299,"E30","8","U112","8","mineral","ITALY"
"1114","14713",21,21,57,10,31,1.2,0,202.5,16,"WGS84",37.33432,14.44773,"B75","F00","U113","8","mineral","ITALY"
"1115","14716",38,38,23,8.8,179,0.9,0,328.4,20.4,"WGS84",37.34365,14.24595,"B12","8","U111","8","mineral","ITALY"
"1116","14717",4,8,88,6.9,131,1.1,0,59.7,5.3,"WGS84",37.34167,14.29065,"F00","8","U112","8","mineral","ITALY"
"1117","14718",62,31,7,8.1,83,1.1,0,578.8,30,"WGS84",37.39806,14.24925,"F00","8","U112","8","mineral","ITALY"
"1118","14729",42,40,18,28.4,355,2.4,10.9,808.9,31.8,"WGS84",37.22563,14.44028,"B82","E30","U111","8","mineral","ITALY"
"1119","14731",28,49,22,11.4,221,1.2,14.6,590.4,14.6,"WGS84",37.17495,14.39181,"B43","8","U111","8","mineral","ITALY"
"1120","14733",53,44,2,21.3,1,1.8,82.6,586.4,37.3,"WGS84",40.38528,8.84982,"E10","8","U111","8","mineral","ITALY"
"1121","14734",24,25,51,109.5,0,8.9,16.3,134.7,28.9,"WGS84",40.98754,9.15986,"D10","8","U400","8","organic","ITALY"
"1122","14735",22,27,52,40.1,2,3.4,47.5,247.2,17.9,"WGS84",40.91525,9.16095,"E20","8","U111","8","mineral","ITALY"
"1123","14737",20,62,18,31.8,1,2.8,0,496.5,22.1,"WGS84",40.58251,8.55398,"E20","8","U111","8","mineral","ITALY"
"1124","14742",28,42,31,14.7,2,1.2,0,322.5,12.3,"WGS84",40.72424,8.36226,"B12","8","U111","8","mineral","ITALY"
"1125","14743",39,35,27,50.9,0,3.7,0,256.4,36.9,"WGS84",40.65993,8.95245,"B11","8","U111","8","mineral","ITALY"
"1126","14745",18,42,40,11.9,0,1.2,0,1215.5,11.2,"WGS84",40.69423,8.787,"B15","8","U111","8","mineral","ITALY"
"1127","14746",6,12,81,18.2,0,1.3,16.8,148.3,5.4,"WGS84",40.73706,9.51683,"D10","8","U400","8","mineral","ITALY"
"1128","14747",21,32,47,10.8,0,1.3,22.3,288.9,12.5,"WGS84",40.74792,8.7388,"B15","8","U111","8","mineral","ITALY"
"1129","14749",24,37,39,49,0,3.9,31.4,978.1,24.3,"WGS84",40.73153,8.88058,"E30","8","U112","8","mineral","ITALY"
"1130","14752",41,20,40,10.8,1,1.1,16,325.7,35.3,"WGS84",40.78555,8.85601,"B15","8","U111","8","mineral","ITALY"
"1131","14753",61,29,10,30.1,1,2,0,482.1,69.5,"WGS84",40.65806,8.78768,"E20","8","U111","8","mineral","ITALY"
"1132","14754",57,29,13,14,2,1.2,0,602.7,65.5,"WGS84",40.60061,9.04717,"E20","8","U111","8","mineral","ITALY"
"1133","14755",52,24,23,10.7,2,1.1,11.4,244.8,62.3,"WGS84",40.76717,8.83277,"B54","8","U111","8","mineral","ITALY"
"1134","14760",26,45,29,18.2,607,1.4,10.5,146,15.9,"WGS84",39.96537,8.4514,"E30","8","U112","8","mineral","ITALY"
"1135","14766",23,39,37,11.3,2,1.2,0,14.2,16.7,"WGS84",40.02077,8.51999,"E30","8","U112","8","mineral","ITALY"
"1136","14768",27,29,44,12.5,1,1.3,0,387.8,22.9,"WGS84",40.15194,8.84389,"E30","8","U112","8","mineral","ITALY"
"1137","14769",23,57,20,21.5,1,1.8,0,302.4,17.3,"WGS84",40.18441,8.5629,"B81","E10","U111","8","mineral","ITALY"
"1138","14770",30,51,18,29.9,1,2.7,23.2,248.6,20.9,"WGS84",40.24301,8.8891,"E20","8","U111","8","mineral","ITALY"
"1139","14771",7,23,70,12.4,0,1,0,219,5,"WGS84",40.24421,9.00601,"E20","8","U111","8","mineral","ITALY"
"1140","14772",35,36,29,23.5,1,1.9,11.1,684.1,29.7,"WGS84",40.22655,9.05307,"E20","8","U111","8","mineral","ITALY"
"1141","14774",43,29,28,19.2,2,1.6,0,653.8,26.6,"WGS84",39.87868,8.70928,"E20","8","U111","8","mineral","ITALY"
"1142","14775",6,10,84,6,0,0.7,10.5,48.1,4.8,"WGS84",40.60491,8.88275,"E30","8","U112","8","mineral","ITALY"
"1143","14776",10,24,66,12,0,1.3,0,225.9,8.4,"WGS84",40.334669,9.00465,"E20","8","U111","8","mineral","ITALY"
"1144","14777",11,23,66,12.6,0,1.3,37.7,311.6,9.9,"WGS84",40.37089,9.00404,"C10","8","U120","8","mineral","ITALY"
"1145","14778",39,32,29,24.2,8,2,0,413.9,35.4,"WGS84",40.4394,8.67453,"E30","8","U112","8","mineral","ITALY"
"1146","14779",17,49,35,54.3,1,3.9,0,319.7,8.6,"WGS84",40.45406,8.43955,"E30","8","U112","8","mineral","ITALY"
"1147","14781",33,56,11,31.7,2,3,0,500.9,22.8,"WGS84",40.3311,8.70014,"E20","8","U111","8","mineral","ITALY"
"1148","14782",30,56,14,115.8,1,9.8,11.3,1133.1,31.4,"WGS84",40.35128,8.8638,"E20","8","U111","8","organic","ITALY"
"1149","14783",17,20,63,58.4,0,3.9,0,239.9,11.9,"WGS84",40.62719,9.35299,"D10","8","U400","8","mineral","ITALY"
"1150","14784",6,15,79,10.2,0,0.8,0,113.8,2.3,"WGS84",40.62088,8.71789,"B15","8","U111","8","mineral","ITALY"
"1151","14786",14,39,47,11.8,0,1.3,17.6,74.9,7,"WGS84",40.44419,9.09677,"E20","8","U111","8","mineral","ITALY"
"1152","14789",16,29,55,44.5,2,3.4,30.9,109.8,5.7,"WGS84",40.46433,9.35465,"E10","8","U111","8","mineral","ITALY"
"1153","14790",23,22,55,57.5,1,4.1,16.5,300.6,11,"WGS84",40.46384,9.28425,"E10","8","U111","8","mineral","ITALY"
"1154","14791",20,23,56,39.5,1,3.1,0,446.9,21.6,"WGS84",40.33582,9.12174,"B81","E10","U111","8","mineral","ITALY"
"1155","14792",22,29,49,96,2,6.7,28.1,488.1,22.7,"WGS84",40.39128,9.26163,"E10","8","U111","8","mineral","ITALY"
"1156","14793",12,31,57,25.1,1,2.4,22.8,661.7,10.8,"WGS84",40.50096,9.42472,"E10","8","U111","8","mineral","ITALY"
"1157","14794",43,35,22,15.9,3,1.7,0,261.2,61.3,"WGS84",40.76506,8.66772,"D20","8","U111","8","mineral","ITALY"
"1158","14795",30,51,19,15.7,444,1.2,0,325.1,18.9,"WGS84",40.83713,8.6426,"D10","8","U400","8","mineral","ITALY"
"1159","14796",25,42,33,19.5,0,1.8,0,182,9.4,"WGS84",40.7576,8.19626,"B13","8","U111","8","mineral","ITALY"
"1160","14797",37,36,27,17.6,3,1.6,13,402.1,19.5,"WGS84",40.81313,8.26548,"B15","8","U111","8","mineral","ITALY"
"1161","14808",47,37,16,10.3,5,1.1,17.2,295.9,51.5,"WGS84",39.69902,8.82894,"B53","8","U111","8","mineral","ITALY"
"1162","14809",65,30,4,12.7,351,1.4,13.9,566.7,27.8,"WGS84",39.49998,8.85553,"B16","8","U111","8","mineral","ITALY"
"1163","14810",18,49,34,19.5,1,1.6,0,95.2,8,"WGS84",39.55258,8.71575,"E20","8","U111","8","mineral","ITALY"
"1164","14811",24,33,43,22.1,0,1.7,0,241.4,13.6,"WGS84",39.48109,8.78649,"E30","8","U112","8","mineral","ITALY"
"1165","14813",22,39,39,14,10,1.4,21.3,139.7,14.8,"WGS84",39.28145,8.76716,"E20","8","U111","8","mineral","ITALY"
"1166","14816",22,26,52,9.7,243,0.9,0,303.2,17.4,"WGS84",39.32189,9.15839,"B82","E10","U112","8","mineral","ITALY"
"1167","14817",23,29,48,15,437,0.9,0,89.9,15.6,"WGS84",39.35834,9.18099,"B54","8","U111","8","mineral","ITALY"
"1168","14822",5,15,81,8.5,1,0.9,0,86.3,5.7,"WGS84",39.28679,9.29712,"D20","8","U400","8","mineral","ITALY"
